Processes: 384 total, 3 running, 381 sleeping, 1581 threads 
2019/10/10 08:50:40
Load Avg: 1.29, 1.31, 1.38 
CPU usage: 6.95% user, 9.56% sys, 83.47% idle 
SharedLibs: 322M resident, 50M data, 32M linkedit.
MemRegions: 80008 total, 3302M resident, 134M private, 1742M shared.
PhysMem: 11G used (2456M wired), 5439M unused.
VM: 2561G vsize, 1371M framework vsize, 839190(0) swapins, 1132923(0) swapouts.
Networks: packets: 473279/498M in, 596356/65M out.
Disks: 785930/11G read, 255904/8490M written.

PID   COMMAND          %CPU TIME     #TH    #WQ #PORTS MEM    PURG   CMPRS  PGRP PPID STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS   COW    MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW       PAGEINS IDLEW   POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
398   adid             0.0  00:00.24 2      1   33     3492K  0B     628K   398  1    sleeping  0[61]      0.00000 0.00000    265 4230     138    1740      408       8408      3449      974       566     2        0.0   0         0         _fpsd              N/A    N/A   N/A   N/A   N/A   N/A  
397   SafariBookmarksS 0.0  00:03.53 4      2   68     11M    0B     10M    397  1    sleeping *0[1]       0.00000 0.00000    501 11363    1776   15769+    397       110675+   61961+    95284+    121     9705+    0.0   82501     274587    polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
396   Grammarly Safari 0.0  00:12.03 6      2   201    22M    68K    15M    396  1    sleeping  0[495]     0.00000 0.00000    501 32810    462    124204    60708     283644    385374    114300    1663    9184     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
394   ctkd             0.0  00:00.12 2      2   46     4096K  0B     3436K  394  1    sleeping  0[4]       0.00000 0.00000    501 5029     177    1946      950       3703      2524      2415      0       12       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
393   CoreLocationAgen 0.0  00:01.01 3      1   168    7192K  0B     3276K  393  1    sleeping *0[1]       0.00000 0.00000    501 8167     265    9747      4564      17724     37143     20572     14      1193     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
391   com.apple.audio. 0.0  00:00.01 2      2   23     1060K  0B     944K   391  1    sleeping  0[2]       0.00000 0.00000    501 2677     139    112       37        494       261       93        0       0        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
390   findmydeviced    0.0  00:00.54 3      1   101    4396K  0B     2656K  390  1    sleeping  0[6]       0.00000 0.00000    0   10110    289    1052      1255      12952     3119      10695     289     2012     0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
388   ACCFinderSync    0.0  00:01.33 4      1   230    13M    0B     4756K  388  1    sleeping *0[215]     0.00000 0.00000    501 21032    269    13110     5115      18542     38648     19596     208     1472     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
387   AudioComponentRe 0.0  00:00.18 2      1   71     4644K  32K    2532K  387  1    sleeping  0[20]      0.00000 0.00000    501 5444     453    708       350       14680     1904      988       28      5        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
386   CallHistoryPlugi 0.0  00:00.32 2      1   67     5672K  0B     3860K  386  1    sleeping  0[3]       0.00000 0.00000    501 5276     232    612       1111      8229      4113      5128      9       24       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
383   WiFiProxy        0.0  00:00.59 2      1   58     5160K  0B     3044K  383  1    sleeping  0[758]     0.00000 0.00000    501 6449     168    10442     3035      16731     13223     9124      10      175      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
382   storeaccountd    0.0  00:00.11 2      1   56     3920K  0B     2684K  382  1    sleeping  0[5]       0.00000 0.00000    501 5536     182    453       310       1406      1325      1807      15      9        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
379   IMRemoteURLConne 0.0  00:00.22 3      1   68     3880K  0B     2024K  379  1    sleeping  0[15]      0.00000 0.00000    501 5005     200    714       2212      7385      3975      7374      0       94       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
378   com.apple.geod   0.0  00:00.78 4      1   71     8736K  0B     4840K  378  1    sleeping  0[21]      0.00000 0.00000    501 7899     216    1974      1430      18028     5571      12241     894     1654     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
377   com.apple.dock.e 0.0  00:01.19 3      1   183    8596K  0B     3844K  377  1    sleeping *0[224]     0.00000 0.00000    501 13804    451    11691     4390      17459     37831     21355     548     1251     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
376   commerce         0.0  00:00.96 3      1   97     12M    64K    5728K  376  1    sleeping  0[96]      0.00000 0.00000    501 13515    248    2069      2449      19299     5335      15918     228     1700     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
374   fmfd             0.0  00:00.58 3      1   107    12M    0B     8852K  374  1    sleeping  0[23]      0.00000 0.00000    501 10362    277    1170      2312      15448     4708      13428     179     1702     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
373   filecoordination 0.0  00:00.10 2      2   87     1644K  0B     428K   373  1    sleeping *0[1]       0.00000 0.00000    0   3856     142    1964      562       4306      2257      885       87      28       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
372   IMRemoteURLConne 0.0  00:00.06 2      1   30     1336K  0B     500K   372  1    sleeping  0[7]       0.00000 0.00000    501 2156     130    538       183       1143      985       377       6       0        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
371   parsecd          0.0  00:01.00 2      1   69     7860K  0B     2408K  371  1    sleeping  0[148]     0.00000 0.00000    501 12742    354    4607      1396      20066     9388      13069     808     1183     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
370   com.apple.WebKit 0.0  01:29.62 8      1   131    54M    800K   24M    370  1    sleeping  0[342]     0.00000 0.00000    501 456671   1122   338143    134532    3294257   1314116   934619    38734   8027     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
368   mediaremoteagent 0.0  00:00.11 2      1   31     1552K  0B     668K   368  1    sleeping  0[192]     0.00000 0.00000    501 3381     138    734       313       3229      923       2559      9       36       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
367   familycircled    0.0  00:00.09 2      2   44     2844K  0B     2036K  367  1    sleeping  0[1]       0.00000 0.00000    501 5619     177    247       230       1660      766       1581      23      7        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
366   nsurlstoraged    0.0  00:07.41 2      1   140    11M    192K   5244K  366  1    sleeping  0[1225]    0.00000 0.00000    501 34281    160    9806      2730      38817     17126     19194     60      314      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
365   useractivityd    0.0  00:01.12 3      2   103    4076K  0B     1884K  365  1    sleeping *2[646]     0.00000 0.00000    501 9081     208    5460      2086      28627     7273      14494     338     905      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
364   soagent          0.0  00:02.36 2      1   112    14M    0B     10M    364  1    sleeping  0[23]      0.00000 0.00000    501 13555    442    1408      795       53554     4911      11109     704     41       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
363   sharingd         0.0  00:07.91 3      1   228    26M    0B     8708K  363  1    sleeping *6[393]     0.00000 0.00000    501 29119    557    72772     30914     94650     151795    73893     2010    3381     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
361   IMRemoteURLConne 0.0  00:00.36 3      1   77     5360K  0B     3280K  361  1    sleeping  0[16]      0.00000 0.00000    501 5792     203    828       2264      11516     4322      9793      20      867      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
360   com.apple.Safari 0.0  00:17.47 3      1   51     76M    1476K  24M    360  1    sleeping  0[645]     0.00000 0.00000    501 61010    1274   5992      2164      1760558   48035     216081    219     201      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
359   CloudKeychainPro 0.0  00:00.17 2      1   49     7372K  0B     6284K  359  1    sleeping  0[14]      0.00000 0.00000    501 4285     146    715       335       2739      1504      2621      11      22       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
358   Keychain Circle  0.0  00:00.95 3      1   157    5724K  0B     2364K  358  1    sleeping *0[1]       0.00000 0.00000    501 11856    277    9771      3899      16009     36202     20514     15      1250     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
357   EscrowSecurityAl 0.0  00:00.07 2      1   56     1932K  0B     1500K  357  1    sleeping  0[0]       0.00000 0.00000    501 8103     164    320       218       1148      1052      750       30      3        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
356   ProtectedCloudKe 0.0  00:00.10 2      1   58     2792K  0B     1872K  356  1    sleeping  0[8]       0.00000 0.00000    501 5294     187    538       342       2985      1518      1960      45      16       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
355   cdpd             0.0  00:00.06 2      1   50     1856K  0B     1244K  355  1    sleeping  0[6]       0.00000 0.00000    501 3818     145    345       150       1138      764       1445      26      8        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
353   akd              0.0  00:00.88 3      1   98     12M    0B     8500K  353  1    sleeping  0[95]      0.00000 0.00000    501 13262    222    3301      2786      20195     7260      14426     252     1734     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
352   wirelessproxd    0.0  00:00.09 2      1   56     3124K  0B     2012K  352  1    sleeping  0[163]     0.00000 0.00000    0   2787     156    1330      412       1703      2593      1281      75      0        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
351   CalNCService     0.0  00:01.21 2      1   117    9872K  0B     3824K  351  1    sleeping  0[66]      0.00000 0.00000    501 15836    289    5868      2131      20301     11466     11262     836     216      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
350   WiFiAgent        0.0  00:02.63 4      1   178    16M    0B     13M    350  1    sleeping  0[566]     0.00000 0.00000    501 49234    2075   11736     4516      32030     38195     34178     17      1238     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
348   CrashReporterSup 0.0  00:00.03 2      1   31     1488K  0B     948K   348  1    sleeping  0[4]       0.00000 0.00000    0   2141     131    282       219       872       890       484       7       1        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
346   assistantd       0.0  00:01.72 2      1   170    12M    64K    5588K  346  1    sleeping  0[346]     0.00000 0.00000    501 21634    554    4489      2211      33838     11250     20565     2548    1989     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
345   swcd             0.0  00:00.13 2      1   53     4100K  0B     3292K  345  1    sleeping  0[0]       0.00000 0.00000    501 4535     155    377       981       3780      1895      3240      11      17       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
344   NotificationCent 0.0  00:04.33 3      1   287    43M    44K    16M    344  1    sleeping *0[355]     0.00000 0.00000    501 36639    473    20336     9975      26785     70447     29929     4556    1663     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
343   Spotlight        0.0  00:05.98 6      3   454    49M    444K   18M    343  1    sleeping  0[834]     0.00000 0.00000    501 56793    666    32049     10785     76745     76958     51899     3327    1579     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
342   fontd            0.0  00:04.28 2      2   130    8176K  128K   3708K  342  1    sleeping  0[30058]   0.00000 0.00000    501 11068    160    124211    31732     168404    116612    43969     69      58       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
341   APFSUserAgent    0.0  00:00.03 2      2   32     1148K  0B     648K   341  1    sleeping  0[1]       0.00000 0.00000    501 2166     126    178       183       976       467       449       2       11       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
340   secinitd         0.0  00:00.54 2      2   49     7052K  0B     3472K  340  1    sleeping  0[57]      0.00000 0.00000    501 6176     171    937       1321      29554     2632      4171      19      45       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
338   ContactsAccounts 0.0  00:00.45 2      1   119    2684K  0B     864K   338  1    sleeping  0[45]      0.00000 0.00000    501 7627     164    3067      1258      8460      6728      5197      55      23       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
337   CalendarAgent    0.0  00:05.53 3      1   207    27M    2384K  10M    337  1    sleeping  0[526]     0.00000 0.00000    501 35990    379    12135     4419      127829    39718     39824     2546    1694     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
336   IMDPersistenceAg 0.0  00:00.19 2      1   68     3468K  192K   1692K  336  1    sleeping  0[25]      0.00000 0.00000    501 6378     190    768       1217      5120      3119      4381      198     36       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
335   networkservicepr 0.0  00:00.09 2      1   53     3788K  0B     2780K  335  1    sleeping *0[1]       0.00000 0.00000    501 4014     194    342       196       1225      1139      990       155     2        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
334   ControlStrip     0.0  00:06.67 4      2   360    37M    4096B  22M    334  1    sleeping *0[2889]    0.00000 0.00000    501 34333    386    80763     32423     109154    118192    74460     219     1571     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
332   usernoted        0.0  00:04.45 2      1   145    12M    192K   6364K  332  1    sleeping *0[1]       0.00000 0.00000    501 17469    289    5445      2551      14346     6573      9192      719     49       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
330   routined         0.0  00:02.90 2      1   135    12M    256K   6696K  330  1    sleeping  0[25]      0.00000 0.00000    501 23197    356    6665      2138      47886     21601     19381     2269    713      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
329   nsurlsessiond    0.0  00:01.19 5      2   90     8816K  0B     3160K  329  1    sleeping  0[212]     0.00000 0.00000    501 12234    240    5376      2917      26404     12252     17599     96      1859     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
328   imagent          0.0  00:00.48 2      1   134    4940K  0B     1348K  328  1    sleeping *0[1]       0.00000 0.00000    501 9456     304    2818      1840      10866     7759      9859      1038    75       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
326   ViewBridgeAuxili 0.0  00:03.77 3      2   271    2804K  0B     740K   326  1    sleeping  0[17036]   0.00000 0.00000    501 6871     185    158967    55522     75710     188607    54313     18      1301     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
325   iconservicesagen 0.0  00:06.59 4      4   93     21M    5632K  6104K  325  1    sleeping  0[1098]    0.00000 0.00000    501 69089    181    5955      1683      216422    28104     23291     8299    81       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
323   tccd             0.0  00:00.55 2      1   56     6072K  64K    3124K  323  1    sleeping  0[173]     0.00000 0.00000    501 7050     198    3659      2285      17914     6330      5492      64      34       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
322   pkd              0.0  00:05.30 4      3   93     6956K  0B     3032K  322  1    sleeping  0[738]     0.00000 0.00000    501 24739    181    8820      2838      310941    15998     86858     270     92       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
321   identityservices 0.0  00:00.89 6      1   177    13M    64K    8032K  321  1    sleeping *0[1]       0.00000 0.00000    501 12443    441    4505      2196      24695     12167     12362     1426    93       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
319   bird             0.0  00:00.24 2      1   77     4032K  0B     2020K  319  1    sleeping  0[87]      0.00000 0.00000    501 6630     185    1585      683       3981      3085      3403      417     36       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
318   accountsd        0.0  00:05.63 2      1   201    18M    320K   10M    318  1    sleeping  0[768]     0.00000 0.00000    501 28292    1607   22566     6294      120474    80961     36708     2770    138      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
316   rapportd         0.0  00:02.56 2      1   116    15M    0B     7944K  316  1    sleeping *0[1]       0.00000 0.00000    501 13221    219    4152      1532      23811     10262     19161     868     53       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
315   cloudd           0.0  00:02.05 4      1   214    14M    64K    6936K  315  1    sleeping *47[1]      0.00000 0.00000    501 20035    271    6020      2449      57288     12841     21236     1962    1837     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
314   callservicesd    0.0  00:02.14 2      1   233    14M    0B     7012K  314  1    sleeping  0[52]      0.00000 0.00000    501 15604    472    5098      3275      64854     14514     18218     1655    92       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
313   WirelessRadioMan 0.0  00:00.76 2      1   55     2288K  0B     748K   313  1    sleeping *0[1]       0.00000 0.00000    0   5324     187    5702      2396      51925     10665     10720     351     27       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
312   pboard           0.0  00:00.55 2      1   136    3644K  0B     2336K  312  1    sleeping *0[1]       0.00000 0.00000    501 3876     207    16974     3678      27807     24967     12755     44      108      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
311   backgroundtaskma 0.0  00:00.12 2      2   62     4168K  0B     2900K  311  1    sleeping  0[9]       0.00000 0.00000    501 3829     198    287       1024      4421      1524      2840      18      24       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
310   secd             0.0  00:04.23 2      2   113    11M    768K   5844K  310  1    sleeping *0[1]       0.00000 0.00000    501 35374    271    13868     4467      46819     34122     14816     843     71       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
309   systemsoundserve 0.0  00:00.20 2      2   94     4444K  132K   3408K  309  1    sleeping *0[1]       0.00000 0.00000    0   4890     323    3166      1269      4301      5231      5630      51      72       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
306   Finder           0.0  01:51.08 8      5   1849   290M   9664K  132M   306  1    sleeping *0[1353]    0.00000 0.00000    501 915037   1549   955712    217070    890210    1994430+  681617+   29641   7474+    0.0   53478     150931    polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
305   SystemUIServer   0.0  00:07.17 4      2   290    21M    12K    9208K  305  1    sleeping *0[1533]    0.00000 0.00000    501 40409    482    126919    45488     102641    190727    71238     1522    2611     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
304   Dock             0.0  00:15.19 4      2   479    48M    2040K  25M    304  1    sleeping *1[55]      0.00000 0.00000    501 236973   575    148253    15854     205287    329965    183016    7700    5699     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
303   talagent         0.0  00:01.41 2      1   145    13M    0B     8232K  303  1    sleeping *0[1]       0.00000 0.00000    501 38042    273    10453     4957      25337     37977     21490     83      1177     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
302   Mail             0.0  00:05.33 4      1   293    41M    64K    19M    302  1    sleeping  0[702]     0.00000 0.00000    501 43975    722    30591     9997      40121     67535     39910     3163    389      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
301   iTunes           0.0  00:00.00 1      0   0      8192B  0B     4096B  301  1    sleeping *0[1]       0.00000 0.00000    501 210      38     51        16        97        111       22        0       0        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
300   Telegram         0.0  04:19.52 17     3   1046   1250M  41M    912M   300  1    sleeping  0[1192]    0.00000 0.00000    501 3200167  9606   856765    184747    1934911   2145958   1069819   15791   31470    0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
299   sharedfilelistd  0.0  00:00.48 2      2   94     6860K  0B     3724K  299  1    sleeping  0[519]     0.00000 0.00000    501 5983     206    3407      1761      13536     4455      4840      32      59       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
298   Safari           0.0  03:36.71 8      2   864    235M   8492K  76M    298  1    sleeping  0[1771]    0.00000 0.00000    501 1453471  2406   1911410+  784380+   3391208+  5513379+  1801011+  21680   78619+   0.0   241771    522371    polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
297   captiveagent     0.0  00:00.10 4      1   44     2896K  0B     2020K  297  1    sleeping  0[1]       0.00000 0.00000    258 2969     149    306       1071      3418      1961      3811      93      21       0.0   0         0         _captiveagent      N/A    N/A   N/A   N/A   N/A   N/A  
296   trustd           0.0  00:12.22 2      2   151    16M    2432K  7064K  296  1    sleeping  0[3651]    0.00000 0.00000    501 31955    442    28652     6720      154972    72097     33416     262     690      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
295   lsd              0.0  00:00.71 2      1   408    5912K  0B     3224K  295  1    sleeping  0[966]     0.00000 0.00000    501 18364    501    12880     6074      23672     15935     10926     1461    158      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
294   CommCenter       0.0  00:01.89 7      2   236    8384K  0B     4644K  294  1    sleeping *0[1]       0.00000 0.00000    501 14052    591    15949+    4152+     53119+    22811+    34540+    4399    3077+    0.1   239486    723145    polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
292   distnoted        0.0  00:02.24 2      1   373    5676K  0B     1880K  292  1    sleeping *0[1]       0.00000 0.00000    501 3642     93     44414     14826     33473     40053     14184     2       0        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
290   UserEventAgent   0.0  00:03.09 3      1   539    5816K  0B     1896K  290  1    sleeping *0[1]       0.00000 0.00000    501 17897    279    25027     8482      63048     78091     41775     234     507      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
289   biokitaggdd      0.0  00:00.09 2      1   33     1556K  0B     672K   289  1    sleeping  0[0]       0.00000 0.00000    0   3296     135    1013      735       2584      1559      1475      16      26       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
288   cfprefsd         0.0  00:06.38 2      2   439    3788K  16K    784K   288  1    sleeping  0[5434]    0.00000 0.00000    501 19381    91     68165     21291     177261    94861     37981     14      523      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
287   biometrickitd    0.0  00:00.86 2      1   85     3172K  0B     824K   287  1    sleeping *0[1]       0.00000 0.00000    0   7230     211    6156      1763      33064     11138     17986     439     441      0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
286   coreauthd        0.0  00:00.25 2      1   69     3612K  0B     1540K  286  1    sleeping  0[99]      0.00000 0.00000    501 5481     193    3210      1749      3970      5381      4547      37      14       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
285   securityd_servic 0.0  00:00.02 2      2   28     2216K  0B     2128K  285  1    sleeping *0[1]       0.00000 0.00000    0   1918     130    269       103       555       326       349       3       0        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
284   coreauthd        0.0  00:00.27 2      1   72     3488K  0B     1416K  284  1    sleeping  0[176]     0.00000 0.00000    0   5661     196    2786      1747      5903      4694      5710      303     30       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
283   distnoted        0.0  00:00.04 2      1   33     2148K  0B     1420K  283  1    sleeping *0[1]       0.00000 0.00000    0   1080     93     474       410       1429      997       511       0       0        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
282   ViewBridgeAuxili 0.0  00:02.92 2      1   61     2192K  0B     996K   282  1    sleeping  0[13829]   0.00000 0.00000    0   4325     175    129350    43862     39132     152848    36646     3       1207     0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
279   GSSCred          0.0  00:00.01 3      3   17     888K   0B     352K   279  1    sleeping *0[1]       0.00000 0.00000    0   1581     127    58        27        624       141       343       3       0        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
276   com.apple.Accoun 0.0  00:00.02 2      2   20     1424K  0B     488K   276  1    sleeping  0[36]      0.00000 0.00000    0   2065     131    426       171       909       546       241       18      14       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
275   com.apple.Perfor 0.0  00:01.41 3      3   74     2884K  0B     1380K  275  1    sleeping  0[3748]    0.00000 0.00000    0   4293     125    12735     4380      39310     8986      8347      13      183      0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
274   sharedfilelistd  0.0  00:00.10 2      2   46     2472K  0B     1544K  274  1    sleeping  0[2]       0.00000 0.00000    0   3525     167    185       979       5427      1341      2814      35      24       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
267   bootinstalld     0.0  00:00.01 2      1   30     2552K  0B     2272K  267  1    sleeping *0[1]       0.00000 0.00000    0   3107     158    62        24        504       169       77        4       0        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
264   com.apple.CodeSi 0.0  00:00.29 2      2   20     5420K  0B     4520K  264  1    sleeping  0[225]     0.00000 0.00000    0   4029     134    2277      1002      26797     2317      1607      2       49       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
263   com.apple.cmio.r 0.0  00:00.02 2      2   22     900K   0B     588K   263  1    sleeping  0[1]       0.00000 0.00000    0   1264     89     96        164       853       340       423       2       10       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
262   systemstats      0.0  00:00.19 2      1   92     1800K  0B     1100K  56   56   sleeping  0[0]       0.00000 0.00000    0   4141     180    3415      1550      5248      6524      5467      125     161      0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
261   sysmond          0.0  00:01.26 2      2   16     1884K  0B     1140K  261  1    sleeping  0[5]       0.00000 0.00000    0   3482     126    74250     33529     69337     70729     15128     35      18       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
253   colorsyncd       0.0  00:00.01 2      1   27     2140K  0B     2136K  253  1    sleeping  0[72]      0.00000 0.00000    0   1826     124    350       99        1019      365       99        0       0        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
252   colorsync.displa 0.0  00:00.04 2      1   63     1564K  0B     1192K  252  1    sleeping  0[7]       0.00000 0.00000    0   2165     128    424       256       1317      1361      455       17      0        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
251   CVMServer        0.0  00:00.08 2      2   63     2392K  12K    1676K  251  1    sleeping *0[1]       0.00000 0.00000    0   2673     136    1479      491       6102      1623      839       25      120      0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
250   TouchBarServer   0.0  01:02.88 5      2   515    19M    1152K  4692K  250  1    sleeping *0[1]       0.00000 0.00000    0   44012    5184   806374    435370    735630    1340545   649294    1410    51541    0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
249   secinitd         0.0  00:00.10 2      2   40     4060K  0B     3056K  249  1    sleeping  0[2]       0.00000 0.00000    0   3628     177    128       974       4086      1223      2511      29      25       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
247   mds_stores       0.0  01:50.52 3      1   89     76M    3940K  47M    247  1    sleeping *0[1]       0.00000 0.00000    0   1155688  3717   2554355   45348     772115    4061241   1421869   119929  2093     0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
